ph,tds_ppm,turbidity_ntu,temperature_c,dry_days_before_rain,rainwater_quality_score,water_class,recommended_action
6.22,179.3,32.28,27.9,2,50.0,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.8,323.9,39.17,31.8,28,26.0,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.1,40.5,0.16,27.7,5,91.0,Excellent_Store,Best for storage; disinfect before drinking use
6.04,71.3,3.78,25.8,9,75.8,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.99,537.1,83.75,27.7,32,23.8,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.33,155.5,4.52,27.6,7,70.6,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.2,54.5,0.59,27.1,4,92.5,Excellent_Store,Best for storage; disinfect before drinking use
6.22,61.0,1.69,28.6,6,85.5,Excellent_Store,Best for storage; disinfect before drinking use
5.98,337.5,45.12,24.9,26,31.5,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.56,358.7,95.0,25.7,31,22.8,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.7,381.3,95.0,25.3,28,24.7,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.87,352.9,59.49,26.5,7,36.7,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.02,212.7,69.3,31.5,22,37.4,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.82,5.0,2.09,25.8,4,93.7,Excellent_Store,Best for storage; disinfect before drinking use
6.41,219.3,22.91,26.2,15,46.0,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.78,504.8,79.53,28.1,31,21.1,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.98,58.7,27.88,25.8,4,56.9,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.79,365.9,55.84,18.2,25,23.9,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.55,403.1,91.59,24.1,44,20.1,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.02,200.5,16.18,26.0,8,49.1,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.25,100.2,0.03,28.9,4,87.5,Excellent_Store,Best for storage; disinfect before drinking use
6.13,62.4,0.03,28.2,6,89.3,Excellent_Store,Best for storage; disinfect before drinking use
5.83,184.4,47.53,33.2,20,31.7,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.56,392.3,95.0,30.6,22,24.8,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.73,59.3,0.03,27.5,4,95.0,Excellent_Store,Best for storage; disinfect before drinking use
5.9,223.8,47.44,25.2,27,31.7,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.79,364.0,92.08,33.6,22,24.5,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.85,358.1,40.65,23.5,31,28.5,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.99,199.0,42.97,28.7,19,41.7,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.34,165.2,0.03,21.3,9,80.5,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.07,52.6,19.56,25.0,7,60.1,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.84,310.6,45.5,26.2,30,31.3,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.25,8.4,0.52,24.7,5,91.5,Excellent_Store,Best for storage; disinfect before drinking use
6.03,45.0,0.59,29.5,1,91.9,Excellent_Store,Best for storage; disinfect before drinking use
6.16,124.3,18.21,20.9,2,54.6,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.8,69.7,5.98,26.6,12,65.4,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.08,5.0,0.03,31.0,0,92.8,Excellent_Store,Best for storage; disinfect before drinking use
6.11,253.4,20.84,24.7,8,45.6,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.32,268.7,42.98,31.0,35,37.8,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.42,140.7,4.01,33.2,14,69.7,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.18,239.0,2.28,27.2,8,71.2,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.62,37.4,0.03,28.7,0,100.0,Excellent_Store,Best for storage; disinfect before drinking use
6.26,124.5,20.69,28.9,24,51.3,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.99,608.7,95.0,22.2,40,22.2,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.13,93.9,5.58,27.9,12,72.0,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.89,28.0,3.78,30.6,3,76.9,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.92,346.6,74.27,28.0,17,31.5,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.66,232.1,59.25,31.0,26,31.1,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.23,97.2,0.03,30.6,7,85.8,Excellent_Store,Best for storage; disinfect before drinking use
6.21,66.2,0.03,29.6,5,91.0,Excellent_Store,Best for storage; disinfect before drinking use
6.27,72.7,3.06,29.2,5,84.0,Excellent_Store,Best for storage; disinfect before drinking use
6.23,45.6,0.03,29.5,7,88.7,Excellent_Store,Best for storage; disinfect before drinking use
6.28,79.0,6.39,27.4,9,73.7,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.03,142.7,31.57,26.0,15,45.4,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.18,121.8,7.18,29.7,5,66.7,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.96,391.5,62.03,24.1,24,29.3,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.8,532.4,95.0,25.7,41,23.5,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.21,191.6,22.86,26.1,6,48.9,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.19,201.6,2.87,27.0,7,71.6,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.28,67.9,4.12,24.8,13,77.5,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.22,258.0,36.73,25.9,26,37.5,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.25,201.4,16.53,28.6,5,51.4,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.68,372.1,95.0,31.5,19,24.6,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.8,289.3,91.57,31.3,16,28.6,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.08,9.9,0.03,28.7,1,91.4,Excellent_Store,Best for storage; disinfect before drinking use
6.15,81.0,2.6,30.2,12,79.7,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.05,235.5,14.81,27.0,7,49.5,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.9,315.3,81.63,30.8,9,34.4,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.12,5.0,0.37,29.4,2,91.9,Excellent_Store,Best for storage; disinfect before drinking use
5.77,386.3,63.92,32.7,40,24.5,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.09,202.7,0.03,27.8,9,73.7,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.3,173.8,17.77,20.5,8,51.5,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.17,75.2,32.22,33.2,21,51.7,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.25,160.4,34.01,24.7,5,47.3,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.25,94.7,0.03,25.1,5,87.9,Excellent_Store,Best for storage; disinfect before drinking use
5.63,473.4,95.0,25.9,27,22.1,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.85,384.9,84.64,35.4,17,24.9,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.85,629.1,78.06,29.4,30,21.7,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.27,166.6,5.76,30.5,3,67.9,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.03,284.3,72.27,25.5,25,32.3,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.33,185.4,29.14,27.8,14,48.6,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.13,32.5,10.03,27.0,5,67.5,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.98,120.5,3.4,23.5,9,69.9,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.64,233.8,60.35,27.5,8,32.1,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.67,374.1,81.3,24.9,21,24.2,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.61,478.0,95.0,28.5,26,20.5,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.28,309.7,82.28,25.9,26,34.0,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.07,114.8,33.71,28.6,10,50.2,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.19,70.9,7.92,31.8,10,66.9,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.77,268.5,81.69,27.4,34,30.1,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.24,31.0,8.35,26.8,3,71.8,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.15,5.0,2.38,31.2,3,87.0,Excellent_Store,Best for storage; disinfect before drinking use
6.69,121.1,31.33,19.2,17,50.2,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.63,329.8,42.79,26.4,32,27.4,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.22,354.1,33.76,26.6,24,38.2,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.87,88.9,0.03,27.4,10,80.5,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.09,18.7,9.92,27.2,5,68.3,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.18,165.2,19.59,27.2,9,48.6,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.5,117.8,0.03,28.0,0,90.5,Excellent_Store,Best for storage; disinfect before drinking use
5.65,458.5,95.0,24.8,44,20.9,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.04,40.8,12.38,28.9,1,67.1,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.73,483.4,95.0,30.6,22,22.1,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.35,55.6,0.91,23.6,6,90.9,Excellent_Store,Best for storage; disinfect before drinking use
6.33,26.1,0.03,29.9,3,92.6,Excellent_Store,Best for storage; disinfect before drinking use
6.44,99.3,9.12,25.6,4,69.0,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.34,60.8,0.03,27.6,5,93.0,Excellent_Store,Best for storage; disinfect before drinking use
5.95,103.6,52.51,22.8,11,47.0,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.2,83.1,7.44,28.9,6,70.0,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.45,216.8,32.38,27.7,7,47.9,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.36,220.3,16.45,24.9,6,50.8,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.93,173.9,51.33,27.5,6,45.9,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.86,383.5,26.66,27.2,25,31.5,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.04,229.7,28.36,29.2,22,38.6,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.91,534.6,95.0,29.6,41,22.0,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.54,434.2,95.0,24.2,17,22.0,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.73,229.9,21.01,28.3,7,47.7,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.06,128.5,42.03,25.3,7,46.9,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.96,98.8,3.92,30.3,8,73.7,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.4,482.8,95.0,25.9,31,18.8,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.02,196.1,0.03,32.9,5,75.6,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.98,53.8,4.47,26.9,13,74.6,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.65,459.6,74.73,27.1,32,23.4,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.28,51.0,2.91,25.8,0,86.8,Excellent_Store,Best for storage; disinfect before drinking use
6.25,191.1,29.1,28.5,14,47.6,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.18,29.7,10.93,28.9,4,69.0,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.61,444.5,88.57,29.0,21,21.8,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.45,205.5,23.29,25.4,17,46.1,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.29,40.9,1.89,23.9,1,90.7,Excellent_Store,Best for storage; disinfect before drinking use
5.66,524.0,74.14,28.9,37,17.8,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.16,262.9,17.54,23.9,5,46.2,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.04,205.1,43.43,25.7,5,45.1,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.47,386.6,93.83,26.7,13,22.4,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.61,371.0,78.75,28.6,40,20.4,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.07,32.8,2.64,32.2,6,84.0,Excellent_Store,Best for storage; disinfect before drinking use
5.56,397.4,92.22,27.7,17,22.8,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.83,463.8,90.97,27.7,37,24.6,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.28,178.4,12.73,30.8,8,54.8,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.11,152.5,5.23,30.6,2,67.4,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.31,175.5,18.64,29.9,16,50.8,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.6,228.2,76.6,26.0,16,31.8,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.89,5.0,0.82,23.9,2,98.3,Excellent_Store,Best for storage; disinfect before drinking use
5.81,330.9,61.74,27.3,32,28.1,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.7,311.6,68.45,26.3,13,27.6,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.27,64.4,8.13,26.9,11,67.9,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.9,262.2,47.86,31.4,15,33.8,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.03,93.7,0.81,31.0,1,84.0,Excellent_Store,Best for storage; disinfect before drinking use
5.97,415.3,60.23,22.7,34,24.8,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.03,104.4,20.45,27.3,15,50.1,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.74,336.9,93.26,29.7,33,25.0,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.85,453.7,90.23,27.1,31,24.8,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.01,351.0,55.24,28.0,10,33.7,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.27,100.6,0.55,29.8,4,86.2,Excellent_Store,Best for storage; disinfect before drinking use
6.48,93.2,9.14,29.4,4,72.2,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.76,304.5,31.28,28.3,34,29.4,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.58,450.2,95.0,31.0,20,24.0,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.21,196.4,22.13,25.3,5,48.1,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.94,339.8,74.17,22.7,11,32.5,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.32,164.0,14.33,25.7,3,59.0,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.01,56.0,0.03,25.4,2,91.9,Excellent_Store,Best for storage; disinfect before drinking use
5.68,375.2,68.34,26.2,32,24.0,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.95,294.9,80.78,30.4,14,30.4,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.96,157.1,37.18,28.3,5,47.3,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.25,79.2,1.15,35.5,1,85.7,Excellent_Store,Best for storage; disinfect before drinking use
6.16,269.7,69.15,30.2,15,35.1,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.11,202.3,17.59,28.6,21,45.1,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.08,55.6,0.94,28.3,1,91.3,Excellent_Store,Best for storage; disinfect before drinking use
5.92,190.6,2.12,20.5,3,69.1,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.21,83.6,10.16,26.6,6,66.7,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.14,89.4,30.32,27.6,15,53.3,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.82,5.0,2.11,27.1,2,94.0,Excellent_Store,Best for storage; disinfect before drinking use
6.21,113.0,5.79,30.9,3,72.8,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.81,453.8,69.88,22.9,45,24.9,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.25,238.2,23.88,31.6,2,47.0,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.77,5.0,14.84,22.8,6,69.2,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.65,417.7,84.31,34.4,29,20.4,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.58,370.5,93.29,30.3,42,23.9,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.69,421.1,87.08,25.5,30,24.1,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.66,471.0,95.0,32.0,42,16.3,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.22,32.2,0.03,25.8,0,92.6,Excellent_Store,Best for storage; disinfect before drinking use
5.85,153.2,0.36,26.3,8,74.6,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.32,19.0,3.22,29.2,7,85.3,Excellent_Store,Best for storage; disinfect before drinking use
5.96,217.4,11.41,30.8,4,51.1,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.72,400.1,71.25,32.9,16,25.4,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.73,189.2,18.61,25.1,4,45.9,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.72,531.7,95.0,26.2,24,22.8,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.33,210.2,29.51,27.8,9,45.9,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.17,436.3,56.51,29.6,20,33.9,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.77,323.3,66.71,27.4,7,32.3,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.56,352.9,93.23,25.5,16,22.9,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.69,61.9,0.03,21.5,4,93.6,Excellent_Store,Best for storage; disinfect before drinking use
6.01,153.8,4.25,25.6,0,68.4,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.94,111.6,5.48,26.7,14,65.9,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.92,256.6,49.94,25.2,10,35.7,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.18,163.8,3.46,29.1,8,72.5,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.08,14.7,0.54,32.9,0,89.4,Excellent_Store,Best for storage; disinfect before drinking use
5.85,235.2,61.49,31.0,32,31.0,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.86,427.2,74.7,23.7,30,24.4,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.04,183.9,5.76,29.5,1,65.4,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.58,440.9,95.0,28.0,37,19.3,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.05,230.1,60.76,29.8,27,36.7,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.78,269.0,57.71,28.8,11,34.3,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.61,27.0,0.03,22.9,2,97.9,Excellent_Store,Best for storage; disinfect before drinking use
5.8,477.5,81.08,28.8,38,24.0,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.1,137.6,25.17,28.7,4,52.0,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.59,457.0,95.0,30.9,45,19.3,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.14,37.6,0.03,27.1,2,92.5,Excellent_Store,Best for storage; disinfect before drinking use
6.35,30.7,8.6,21.9,6,72.8,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.79,512.3,95.0,24.3,31,24.1,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.41,13.4,15.16,28.4,2,68.6,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.1,129.3,6.41,32.6,8,63.3,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.19,147.1,23.34,27.7,7,52.2,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.42,205.5,13.9,28.7,6,56.0,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.94,189.9,91.88,28.8,12,37.5,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.09,295.8,64.37,29.2,7,37.3,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.3,32.8,4.22,26.2,4,81.7,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.18,280.0,67.71,24.4,13,37.2,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.03,115.8,36.59,24.4,14,46.3,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.71,437.9,81.7,30.5,30,22.4,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.38,325.7,86.51,30.0,11,39.7,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.19,15.7,26.85,27.9,14,57.6,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.19,25.7,1.67,31.1,7,88.0,Excellent_Store,Best for storage; disinfect before drinking use
5.64,351.4,87.25,33.4,18,21.7,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.25,202.0,20.79,24.3,5,48.1,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.85,505.7,87.82,29.0,34,24.9,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.78,200.9,71.39,26.2,13,35.6,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.33,38.5,1.35,23.3,0,92.9,Excellent_Store,Best for storage; disinfect before drinking use
5.94,223.7,8.17,25.0,11,53.4,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.23,150.7,23.39,26.5,11,50.9,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.96,426.1,64.8,24.4,35,25.4,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.52,344.7,82.67,26.9,44,23.0,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.92,254.8,62.58,32.3,19,33.1,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.79,240.5,60.84,27.4,30,32.1,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.2,231.9,40.71,25.1,10,41.5,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.62,400.7,95.0,26.3,41,22.0,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.76,478.1,74.74,27.4,20,23.0,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.95,383.7,48.75,27.2,30,29.8,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.82,301.7,47.22,26.5,7,35.1,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.33,174.4,27.25,23.3,3,50.3,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.04,194.8,15.1,27.4,22,47.9,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.45,352.7,87.18,27.9,14,24.5,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.72,89.6,2.86,28.1,3,76.2,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.17,13.2,0.03,29.4,3,91.6,Excellent_Store,Best for storage; disinfect before drinking use
6.09,180.4,22.31,31.3,6,46.7,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.26,5.0,0.03,31.4,3,93.8,Excellent_Store,Best for storage; disinfect before drinking use
6.21,61.3,10.22,27.4,11,67.4,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.04,244.9,52.57,33.3,34,31.8,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.73,605.3,95.0,27.0,43,20.5,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.01,152.7,3.73,23.5,8,70.6,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.77,478.3,61.1,25.6,45,24.2,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.22,5.2,3.01,24.5,4,85.6,Excellent_Store,Best for storage; disinfect before drinking use
6.17,131.7,60.66,26.9,16,46.6,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.38,344.1,95.0,28.8,11,37.2,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.23,189.1,14.87,28.5,5,52.0,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.04,316.6,55.38,27.0,23,35.0,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.62,428.2,95.0,23.7,41,21.0,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.1,324.7,47.34,23.5,24,32.4,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.96,133.2,9.61,27.9,6,59.2,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.09,257.6,1.79,29.5,13,69.7,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.73,345.2,39.65,29.1,35,25.8,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.68,367.7,95.0,31.2,23,24.0,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.64,357.8,95.0,31.5,15,23.2,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.13,46.7,2.34,25.3,6,84.3,Excellent_Store,Best for storage; disinfect before drinking use
5.57,29.8,5.66,27.8,3,70.7,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.02,14.3,3.42,26.7,2,83.5,Excellent_Store,Best for storage; disinfect before drinking use
6.5,63.8,12.0,30.4,3,69.6,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.17,20.2,3.78,25.9,6,85.7,Excellent_Store,Best for storage; disinfect before drinking use
5.47,474.0,95.0,27.8,32,21.4,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.22,75.6,0.27,26.2,5,91.4,Excellent_Store,Best for storage; disinfect before drinking use
6.05,592.5,66.98,23.3,22,24.7,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.42,167.6,0.26,22.9,4,82.9,Excellent_Store,Best for storage; disinfect before drinking use
5.77,548.1,72.67,23.0,37,22.0,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.97,293.6,47.63,33.2,26,30.5,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.88,363.9,31.63,28.8,33,28.6,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.82,337.4,52.77,26.8,10,32.1,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.94,259.6,95.0,28.0,18,35.1,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
